"gender","age","year","eyecolor","height","miles","brothers","sisters","computertime","exercise","exercisehours","musiccds","playgames","watchtv"
"1914","male",20,"second","brown",72,74,1,0,15,"No",0,25,1,5
"1915","female",19,"second","hazel",70,250,0,0,5,"Yes",12,50,1,4
"1916","male",24,"other","hazel",75,70,1,0,20,"No",0,150,10,30
"1917","male",21,"fourth","green",73,120,1,0,6,"Yes",6,100,8,35
"1918","female",19,"first","blue",64,250,2,1,8,"No",0,25,2,10
"1919","female",20,"third","blue",67,NA,0,2,3,"No",0,20,0,0
"1920","female",23,"other","blue",70,175,1,1,14,"Yes",2,40,0,15
"1921","male",22,"second","green",66,4000,2,0,30,"Yes",3,120,5,10
"1922","male",20,"third","green",75,45,4,1,20,"Yes",7,10,10,20
"1923","female",20,"second","brown",63,90,0,2,4,"No",0,23,1,2.5
"1924","female",22,"fourth","hazel",69,120,0,4,3,"Yes",6,20,0,5
"1925","female",19,"second","green",63,250,1,1,20,"No",0,75,2,4
"1926","female",21,"third","blue",64,1200,1,2,3,"Yes",5,200,0,20
"1927","male",32,"third","blue",62,50,1,1,5,"No",0,50,2,15
"1928","female",21,"third","green",64,170,0,2,40,"Yes",8,NA,2,20
"1929","female",21,"third","brown",NA,0,0,2,10,"Yes",3,50,0,20
"1930","male",23,"fourth","blue",71,236,1,1,8,"No",0,40,10,4
"1931","female",20,"second","blue",63,60,3,1,24,"No",0,90,0,3
"1932","female",20,"second","brown",67,20,2,2,42,"No",0,2,1,3
"1933","female",22,"fourth","green",67,30,1,0,20,"Yes",4,NA,0,10
"1934","female",20,"third","blue",66,100,0,2,15,"Yes",5,NA,0,2
"1935","male",24,"other","brown",72,104,4,1,3,"No",0,150,10,20
"1936","female",19,"second","blue",57,300,0,1,15,"No",0,25,0,15
"1937","female",25,"third","hazel",67,33,0,0,14,"Yes",4,50,0,3
"1938","female",18,"first","green",65,45,1,0,15,"No",0,80,0,8
"1939","male",20,"third","green",72,115,2,1,10,"No",0,50,30,20
"1940","female",21,"third","hazel",67,175,1,0,2,"No",0,50,0,4
"1941","female",19,"second","hazel",68,150,0,3,15,"Yes",4,80,1,3
"1942","male",20,"second","hazel",75,162,1,0,10,"Yes",5,5,1,2
"1943","male",23,"other","blue",75,30,0,1,20,"Yes",7,NA,10,5
"1944","male",18,"first","brown",61,352,0,1,35,"No",0,30,10,4
"1945","female",21,"third","hazel",65,300,1,1,20,"Yes",26,100,1,2
"1946","male",19,"second","blue",62,333,1,2,20,"No",0,NA,2,12
"1947","female",22,"other","brown",67,130,4,2,8,"Yes",5,50,2,30
"1948","male",22,"third","hazel",73,70,2,1,4,"No",0,150,2,7
"1949","female",19,"second","brown",68,295,0,1,5,"No",0,NA,0.5,3
"1950","female",22,"fourth","brown",68,NA,1,0,4,"No",0,100,0,15
"1951","female",20,"second","brown",68,120,0,1,20,"Yes",5,30,2,8
"1952","male",22,"fourth","hazel",72,120,1,1,3,"No",0,25,5,20
"1953","male",27,"fourth","brown",68,90,1,0,5,"Yes",4.5,600,0,2
"1954","female",21,"third","green",68,30,1,0,7,"No",0,20,0,10
"1955","female",18,"first","brown",65,36,2,1,12,"Yes",12,157,2,2
"1956","male",26,"other","brown",71,400,1,0,7,"No",0,50,5,4
"1957","male",20,"second","blue",73,0,1,3,5,"Yes",8,20,0,1
"1958","female",19,"second","blue",66,250,1,1,20,"Yes",3.5,25,0,10
"1959","female",18,"first","green",65,120,1,0,15,"Yes",4,50,1,8
"1960","female",17,"first","blue",66,60,1,0,30,"Yes",5,9,0,20
"1961","female",22,"fourth","hazel",64,237,2,1,25,"Yes",6,25,0,2
"1962","female",19,"second","brown",65,0,2,0,24,"No",0,50,3,12
"1963","female",20,"third","blue",63,45,2,2,70,"No",0,50,0,14
"1964","male",20,"third","green",73,180,1,1,4,"Yes",10,100,2,12
"1965","female",19,"second","blue",63,214,1,0,NA,"Yes",10,NA,0,5
"1966","female",19,"second","other",62,121,0,1,20,"No",0,20,0,0.5
"1967","female",18,"first","blue",63,366,1,0,40,"No",0,100,1,2
"1968","male",25,"second","blue",71,0,1,1,8,"Yes",4,50,0,4
"1969","male",24,"fourth","brown",73,120,1,0,20,"No",0,100,5,21
"1970","female",20,"third","blue",67,170,2,2,24,"Yes",4,18,0,13
"1971","female",24,"third","brown",67,10,2,1,10,"Yes",6,20,0.5,10
"1972","male",21,"fourth","green",76,88,0,1,28,"Yes",6.5,100,2,2
"1973","female",19,"second","blue",67,200,1,0,25,"No",0,100,4,10
"1974","male",20,"third","blue",71,120,2,0,10,"No",0,20,5,15
"1975","female",21,"fourth","blue",67,360,1,1,28,"Yes",4,150,5,7
"1976","male",23,"third","hazel",72,209,1,1,20,"Yes",10,100,0,20
"1977","female",19,"first","hazel",66,108,0,2,16,"Yes",8,40,1,14
"1978","male",21,"third","blue",68,110,1,3,10,"Yes",7,50,0,9
"1979","female",19,"second","hazel",65,130,0,2,20,"Yes",3,50,1,12
"1980","male",25,"fourth","blue",75,140,3,1,25,"No",0,100,0,9
"1981","female",19,"second","blue",61,80,1,0,4,"No",0,30,1,10
"1982","male",22,"third","green",69,40,0,2,10,"No",0,50,2,15
"1983","male",21,"third","blue",71,38,1,0,40,"Yes",21,100,2,4
"1984","male",22,"other","brown",70,1043,2,2,5,"Yes",5.5,100,3,15
"1985","male",18,"first","blue",69,350,1,0,20,"No",0,10,5,5
"1986","female",20,"third","brown",82,108,0,1,28,"No",0,65,0,5
"1987","male",21,"third","brown",73,140,2,0,12,"Yes",5,100,8,10
"1988","female",19,"first","blue",66,50,1,0,30,"No",0,20,0,7
"1989","female",20,"third","blue",64,27,1,2,20,"Yes",2,35,0,2
"1990","male",20,"second","hazel",69,30,1,1,5,"Yes",4,40,5,12
"1991","female",22,"fourth","blue",65,90,1,3,12,"Yes",4.5,90,0,40
"1992","female",19,"second","blue",70,160,0,1,14,"No",0,70,0,8
"1993","female",21,"third","green",66,90,0,2,8,"Yes",6.5,30,0,10
"1994","female",22,"fourth","brown",65,15,2,0,14,"No",0,20,0,4
"1995","female",18,"first","brown",67,330,1,0,10,"Yes",6,100,1,3
"1996","female",18,"first","brown",67,45,2,1,4,"No",0,120,8,6
"1997","male",22,"fourth","blue",68,137,1,2,10,"Yes",10,40,10,6
"1998","female",18,"first","blue",64,45,1,1,14,"Yes",14,50,0,35
"1999","female",20,"third","brown",63,30,0,2,20,"No",0,12,2,5
"2000","female",18,"first","hazel",74,106,1,1,16,"Yes",10,58,2,40
"2001","male",20,"third","hazel",71,20,1,2,10,"Yes",7,22,0,0
"2002","female",18,"first","hazel",67,90,2,1,10,"Yes",3,26,0,12
"2003","male",21,"fourth","blue",73,250,1,0,12,"Yes",4,100,1,8
"2004","female",20,"second","brown",64,171,1,2,8,"Yes",15,45,2,3
"2005","male",20,"third","green",70,1500,2,0,10,"No",0,15,10,20
"2006","female",21,"third","brown",61,70,1,4,20,"Yes",4,40,0,3
"2007","female",20,"third","brown",62,300,2,1,10,"Yes",4,NA,0,10
"2008","female",24,"fourth","brown",59,10200,1,0,5,"No",0,0,2,5
"2009","female",22,"fourth","brown",66,120,0,1,25,"No",0,20,0,0
"2010","female",20,"second","hazel",62,136,1,0,15,"No",0,20,0,10
"2011","male",20,"third","blue",70,50,0,0,20,"Yes",3,200,0,7
"2012","female",19,"first","blue",67,180,1,0,12,"Yes",3,35,1,30
"2013","male",21,"third","brown",66,300,1,0,6,"Yes",5,80,10,10
"2014","female",18,"first","hazel",70,700,0,0,27.5,"No",0,150,3,7.5
"2015","female",19,"first","green",64,94,0,0,25,"Yes",10,200,16,8
"2016","female",19,"first","hazel",69,180,1,0,14,"Yes",4,60,0,5
"2017","male",21,"fourth","blue",74,200,1,0,3,"Yes",5,12,5,10
"2018","male",21,"third","brown",72,180,1,1,4,"No",0,5,4,20
"2019","female",19,"second","blue",52,0,2,1,4,"Yes",4,200,1,4
"2020","female",21,"third","hazel",60,60,2,2,3,"No",0,20,0,3
"2021","female",20,"second","brown",66,210,2,3,5,"Yes",4,25,1,5
"2022","male",19,"second","brown",74,200,2,1,5,"Yes",1,10,3,2
"2023","male",21,"fourth","brown",75,220,3,0,3,"Yes",17,75,3,15
"2024","female",18,"first","blue",69,100,0,1,10,"Yes",4,100,0,15
"2025","male",18,"first","blue",71,60,1,1,6,"Yes",6,10,8,5
"2026","male",20,"third","green",74,800,0,1,20,"No",0,30,5,3
"2027","female",19,"first","blue",66,80,2,1,4,"Yes",4,50,7,7
"2028","male",21,"third","blue",75,75,1,1,15,"Yes",45,25,0,10
"2029","female",21,"third","green",65,200,1,0,6,"Yes",7.5,40,2.5,17.5
"2030","male",20,"second","blue",73,220,1,1,15,"No",0,12,0,1
"2031","female",19,"first","blue",68,200,1,1,10,"Yes",6,50,0,1
"2032","male",20,"second","brown",NA,55,0,1,8,"No",0,5,3,7
"2033","male",20,"second","brown",NA,95,0,1,8,"Yes",8,14,5,2
"2034","female",25,"fourth","blue",64,0,0,2,20,"No",0,20,5,4
"2035","female",20,"third","brown",70,0,0,2,10,"Yes",8,25,0,3
"2036","male",19,"first","green",77,36,0,1,8,"No",0,75,9,3
"2037","female",19,"second","hazel",64,350,1,0,8,"Yes",3,50,0,1
"2038","female",20,"second","blue",63,450,0,1,5,"Yes",4,75,8,8
"2039","female",18,"first","brown",62,350,2,1,100,"No",0,45,10,60
"2040","male",26,"fourth","brown",72,20,1,0,20,"Yes",10,200,25,15
"2041","male",20,"second","brown",68,212,1,1,30,"Yes",5,654,2,26
"2042","female",19,"second","green",70,180,1,0,10,"Yes",0,30,0,5
"2043","female",19,"first","hazel",64,30,1,3,20,"Yes",6,50,0,5
"2044","male",20,"second","hazel",75,212,0,1,3,"No",0,25,2,15
"2045","female",21,"third","hazel",66,35,1,0,30,"Yes",3,250,2,10
"2046","female",22,"fourth","brown",65,231,0,4,30,"Yes",6,200,0,5
"2047","female",20,"third","green",65,20,0,1,10,"No",0,30,0,15
"2048","female",20,"third","blue",67,180,1,0,6,"Yes",2,50,0,10
"2049","male",31,"third","brown",66,75,4,1,15,"Yes",6,400,10,12
"2050","male",19,"first","hazel",71,759,1,1,65,"No",0,4,20,15
"2051","female",19,"second","brown",62,110,0,1,5,"No",0,30,1,10
"2052","male",24,"third","blue",71,240,1,0,8,"No",0,25,1,10
"2053","male",21,"third","blue",61,324,0,2,20,"Yes",9,230,20,20
"2054","male",21,"fourth","brown",68,236,1,1,10,"No",0,50,1,10
"2055","male",21,"fourth","hazel",72,144,1,1,30,"Yes",4,25,0,0
"2056","male",20,"second","brown",72,140,0,1,21,"No",0,150,7,21
"2057","female",19,"first","blue",65,120,1,0,3,"No",0,48,2,4
"2058","male",20,"second","blue",77,120,1,0,7,"Yes",7,0,5,15
"2059","female",20,"third","brown",70,300,1,1,10,"Yes",5,30,0,8
"2060","male",19,"first","brown",69,100,3,0,2,"No",0,2,1,6
"2061","female",20,"second","blue",69,360,1,1,20,"Yes",0,25,0,5
"2062","female",20,"second","brown",63,120,1,1,10,"Yes",4.5,2,5,5
"2063","male",20,"third","blue",76,154,1,1,10,"No",0,20,18,5
"2064","female",21,"fourth","hazel",63,180,2,1,15,"No",0,3,1,1
"2065","female",20,"third","green",64,90,0,2,12,"Yes",12,100,1,5
"2066","female",18,"first","blue",66,110,0,1,14,"No",0,239,2,10
"2067","male",19,"second","blue",73,140,0,1,4,"Yes",6,45,7,12
"2068","female",24,"other","green",64,141.2,0,3,40,"No",0,80,1,0
